City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
257,Zhuhai,22.2769,113.5678,63.0,67,3,6.91,CN,2021-01-14 02:42:57
258,Laguna,38.421,-121.4238,57.99,77,1,11.5,US,2021-01-14 02:46:52
259,Carutapera,-1.195,-46.02,78.26,82,88,8.28,BR,2021-01-14 02:46:52
260,Port Hueneme,34.1478,-119.1951,60.01,94,1,3.44,US,2021-01-14 02:46:52
261,Vakhrushev,48.9833,142.9667,9.86,87,22,9.17,RU,2021-01-14 02:46:52
262,Lulea,65.5842,22.1547,-18.4,76,63,6.91,SE,2021-01-14 02:46:52
263,Le Port,-20.9373,55.2919,77.0,88,90,8.05,RE,2021-01-14 02:46:52
264,Abu Kamal,34.4506,40.9171,59.02,35,100,11.65,SY,2021-01-14 02:46:52
265,Oktyabrskoye,43.0645,44.7417,37.4,100,100,11.18,RU,2021-01-14 02:46:52
266,San Patricio,28.017,-97.5169,48.2,87,40,9.22,US,2021-01-14 02:46:53
267,Saldanha,-33.0117,17.9442,64.4,82,0,4.61,ZA,2021-01-14 02:46:53
268,Kurmanayevka,52.5093,52.0675,6.08,92,100,17.2,RU,2021-01-14 02:46:53
269,Ziniare,12.5822,-1.2983,68.0,26,0,4.61,BF,2021-01-14 02:46:53
270,Ostrovnoy,68.0531,39.5131,3.67,94,74,22.55,RU,2021-01-14 02:46:53
271,Mapimi,25.8167,-103.85,55.4,35,40,2.15,MX,2021-01-14 02:46:53
272,Rebrikha,53.0733,82.3408,-24.14,86,71,8.3,RU,2021-01-14 02:46:53
273,Xining,36.6167,101.7667,23.65,53,7,1.32,CN,2021-01-14 02:46:53
274,Aqtobe,50.2797,57.2072,-0.4,78,0,17.9,KZ,2021-01-14 02:46:53
275,Port-Cartier,50.0334,-66.8654,23.0,86,100,3.44,CA,2021-01-14 02:46:53
276,Nakamura,32.9833,132.9333,57.7,53,4,4.7,JP,2021-01-14 02:46:53
277,Hithadhoo,-0.6,73.0833,82.06,75,63,20.58,MV,2021-01-14 02:46:53
278,Yanam,16.7333,82.2167,73.4,88,34,9.22,IN,2021-01-14 02:46:53
279,Santa Isabel Do Rio Negro,-0.4139,-65.0192,75.67,85,42,1.28,BR,2021-01-14 02:46:53
280,Kloulklubed,7.0419,134.2556,84.2,79,90,8.05,PW,2021-01-14 02:43:48
281,Qui Nhon,13.7667,109.2333,67.59,77,100,9.8,VN,2021-01-14 02:46:54
282,Inhambane,-23.865,35.3833,77.18,88,0,5.32,MZ,2021-01-14 02:46:54
283,Zyryanovsk,49.7386,84.2719,-18.36,85,68,0.58,KZ,2021-01-14 02:46:54
284,Jumla,29.2747,82.1838,50.43,28,0,2.46,NP,2021-01-14 02:46:54
285,Sioux Lookout,50.1001,-91.917,26.6,93,90,4.61,CA,2021-01-14 02:46:54
286,Marsa Matruh,31.3525,27.2453,53.6,71,20,16.11,EG,2021-01-14 02:46:54
287,Fare,-16.7,-151.0167,81.55,76,70,15.9,PF,2021-01-14 02:42:27
288,Port Augusta,-32.5,137.7667,80.01,56,0,16.11,AU,2021-01-14 02:46:54
289,Abu Dhabi,24.4667,54.3667,59.0,82,20,8.05,AE,2021-01-14 02:46:54
290,Saint Anthony,45.0205,-93.218,34.0,86,20,4.61,US,2021-01-14 02:46:54
